notes,2,a,0.404924760602,0.0718161682539
notes,2,b,0.406292749658,0.0727224835021
notes,2,c,0.406292749658,0.0740232517563
notes,2,d,0.396716826265,0.0737446345934
notes,3,a,0.418604651163,0.055836748651
notes,3,b,0.415868673051,0.0764606764021
notes,3,c,0.426812585499,0.0652632582319
notes,3,d,0.413132694938,0.0507816995712
notes,4,a,0.417236662107,0.0875512995896
notes,4,b,0.410396716826,0.074376345932
notes,4,c,0.44049247606,0.069296444005
notes,4,d,0.43365253078,0.0627786260223
notes,6,a,0.439124487004,0.0503746994241
notes,6,b,0.400820793434,0.071581261023
notes,6,c,0.40902872777,0.0648317133301
notes,6,d,0.430916552668,0.0837048346965
contours,2,a,0.519835841313,0.0580388602889
contours,2,b,0.519835841313,0.0580388602889
contours,2,c,0.556771545828,0.0488278202396
contours,2,d,0.549931600547,0.0429121399216
contours,3,a,0.560875512996,0.0534391928444
contours,3,b,0.541723666211,0.0503003455837
contours,3,c,0.560875512996,0.0551962818108
contours,3,d,0.56634746922,0.0591249870998
contours,4,a,0.549931600547,0.0667096325047
contours,4,b,0.508891928865,0.0627488095277
contours,4,c,0.586867305062,0.0544108941213
contours,4,d,0.581395348837,0.0504489436788
contours,6,a,0.529411764706,0.0538230248233
contours,6,b,0.560875512996,0.0622397437268
contours,6,c,0.578659370725,0.0540312384627
contours,6,d,0.567715458276,0.0648317133301
intervals,2,a,0.439124487004,0.0699415760939
intervals,2,b,0.439124487004,0.0699415760939
intervals,2,c,0.462380300958,0.0528405141336
intervals,2,d,0.44049247606,0.049475078851
intervals,3,a,0.477428180575,0.0511488894551
intervals,3,b,0.47195622435,0.0621795796299
intervals,3,c,0.474692202462,0.0713718055308
intervals,3,d,0.476060191518,0.0357775563081
intervals,4,a,0.507523939808,0.0714504232952
intervals,4,b,0.469220246238,0.0536488961727
intervals,4,c,0.43365253078,0.0627786260223
intervals,4,d,0.495212038304,0.0776507028526
intervals,6,a,0.455540355677,0.0840617865704
intervals,6,b,0.476060191518,0.075301553732
intervals,6,c,0.452804377565,0.0713980210709
intervals,6,d,0.456908344733,0.0888034602852
