notes,2,a,0.562880324544,0.0581508364157
notes,2,b,0.562880324544,0.0581508364157
notes,2,c,0.568711967546,0.0553075524746
notes,2,d,0.573022312373,0.0512885348383
notes,3,a,0.595334685598,0.0322855491711
notes,3,b,0.577839756592,0.0502770570302
notes,3,c,0.579614604462,0.047520110541
notes,3,d,0.609026369168,0.0429959284203
notes,4,a,0.609787018256,0.0294619945987
notes,4,b,0.593813387424,0.0386810815469
notes,4,c,0.600405679513,0.041940829247
notes,4,d,0.611815415822,0.0420112794754
notes,6,a,0.610547667343,0.0178604120338
notes,6,b,0.610547667343,0.0364829731209
notes,6,c,0.614097363083,0.0413464850114
notes,6,d,0.651369168357,0.0419699425894
contours,2,a,0.3511663286,0.0568788321234
contours,2,b,0.3511663286,0.0568788321234
contours,2,c,0.354462474645,0.0592764267594
contours,2,d,0.361815415822,0.0635120478759
contours,3,a,0.358012170385,0.0569240242743
contours,3,b,0.363336713996,0.0461112032168
contours,3,c,0.365872210953,0.0475836518771
contours,3,d,0.362068965517,0.0657031365104
contours,4,a,0.400862068966,0.0421289433784
contours,4,b,0.466784989858,0.109461840828
contours,4,c,0.427484787018,0.0510057296209
contours,4,d,0.408215010142,0.0427409888554
contours,6,a,0.273326572008,0.056317719635
contours,6,b,0.442951318458,0.0591657006207
contours,6,c,0.437373225152,0.0348019471334
contours,6,d,0.44878296146,0.0479497267749
intervals,2,a,0.383367139959,0.0411172872771
intervals,2,b,0.383367139959,0.0411172872771
intervals,2,c,0.428498985801,0.0552005115036
intervals,2,d,0.418864097363,0.0541647670217
intervals,3,a,0.405425963489,0.0478719015059
intervals,3,b,0.410496957404,0.0399048880735
intervals,3,c,0.480476673428,0.0387259291928
intervals,3,d,0.461460446247,0.0493113419113
intervals,4,a,0.462728194726,0.0390861474088
intervals,4,b,0.468306288032,0.0442282542515
intervals,4,c,0.467545638945,0.0488134200856
intervals,4,d,0.463742393509,0.0527505251948
intervals,6,a,0.436359026369,0.0360486681878
intervals,6,b,0.546653144016,0.0403056300815
intervals,6,c,0.548681541582,0.0340285985189
intervals,6,d,0.562373225152,0.0508959569924
